SNR;Real;Imaginario;Map
-10;4.979518846056458;7.719757574675505;2
-10;-0.5871004714964152;-0.32209630738694317;2
-10;-2.9422245024112943;-2.1063366912869674;5
-10;-6.360809264382253;-4.405322277266382;12
-10;8.15675657241131;4.241160655062719;11
-10;-1.4357329225828455;-0.10202212187653736;11
-10;-5.24048771557807;2.8966303324801603;5
-10;0.0631419007885623;-0.12665628194011225;11
-10;-3.18710593473335;-0.09093978065508312;7
-10;-2.898629407810078;0.418175279123699;10
-10;-7.502458165565305;-1.9439349605191003;0
-10;-0.5058672283008914;-4.789490595907411;11
-10;7.573701568449403;2.16638919280658;8
-10;2.7434364173727532;0.34562926728612764;0
-10;-7.474837927180761;12.173774685173811;2
-10;3.8552021787692907;-8.3790454544592;15
-10;-0.09794167105137808;1.1241325660366324;14
-10;0.7470563442178513;4.625445284986729;12
-10;0.40197023357962935;-4.75700011993906;0
-10;-2.56607177491486;0.6086534856957027;4
-10;3.011363331249396;-2.25785402881428;13
-10;-4.8787138715405005;-2.117357478436076;0
-10;-5.316682703665771;1.6164155425285045;3
-10;-0.6858711478701558;1.5223721107309665;6
-10;-0.3893826719123896;-3.2559709676283926;0
-10;5.0377035474705245;-1.6954386152449992;14
-10;-4.671567207936315;7.264015943358417;6
-10;-5.030148433719807;3.0712619078289105;1
-10;2.5320811166945774;-5.05829592054057;13
-10;-1.5713560298997153;-0.6260064236741525;7
-10;-0.3946471532586888;4.960252878784969;15
-10;-6.020298349863102;1.3902365364477216;1
-10;-1.3251310327491173;-5.067760105037218;0
-10;-0.7528612713123306;7.351685936837136;0
-10;-1.4446820870391202;2.939683546179375;2
-10;5.334290435096497;-5.53362807289734;8
-10;7.540274037422202;5.553198650134664;5
-10;2.2049894862569386;-0.5158003124120927;11
-10;0.2856514659233744;3.4129304148614614;14
-10;1.6579031202257433;-2.0856606267333175;4
-10;-8.397005422008855;3.970137517494871;1
-10;2.7770603207671485;5.980820873139507;5
-10;-4.536899149972404;-4.515294883867618;4
-10;6.597469073029021;-2.7282658780381297;8
-10;4.048284181242842;5.521318509497708;15
-10;3.4259386541479078;-0.027696464687685385;12
-10;7.6433605818387065;2.7877321152150625;6
-10;7.569471973570846;1.2493894368604515;11
-10;-1.9965415834271054;-3.3821717784198997;15
-10;-3.2790283175841637;0.07663637474274865;3
-10;5.9681917014011985;-6.154443047815176;12
-10;5.463213219732476;7.507616182465593;10
-10;3.971223674395757;2.0778629532805173;10
-10;0.07282578702970444;-1.4574064908421196;1
-10;3.0157862105303743;-8.639349676378142;11
-10;2.7818904405978433;0.288086824307372;6
-10;-3.171187435953326;2.742067735125593;2
-10;1.7400517065560603;2.7324543678912496;10
-10;0.7225715786836333;-4.409937022566862;14
-10;-4.4332791061776184;1.5008827683717947;11
-10;-2.566148951792441;5.807166682762758;3
-10;0.5577188207155584;-0.14269629652253535;14
-10;3.345413170412175;3.421962120546495;5
-10;-5.94327434213596;4.007063374591916;2
-10;1.3710358207788982;-0.9040181202284296;14
-10;-0.008523221315461349;6.324916906458867;10
-10;3.8845612425595766;-9.637630085378643;4
-10;4.012672018181079;-7.14346585001638;14
-10;2.7184336535330305;-4.208605435998904;9
-10;-1.7473605291455745;7.5342941090997515;14
-10;-3.1282674917357416;3.0827882536697886;7
-10;-7.25606326164085;-2.4347451136178715;7
-10;0.7987426218951469;-4.897064081348173;15
-10;-7.1179288142835855;-1.7993350435046687;1
-10;-2.12467143494957;2.2632335523174687;3
-10;5.812492489540396;7.981846012644986;6
-10;-1.1717800527415605;7.451539742506937;2
-10;-10.418324352823902;-2.3281889397880797;0
-10;1.1165082499004715;-1.0168330132097898;6
-10;3.1578933920189134;3.5648772583730413;12
-10;4.69014435309719;0.8412240360204963;9
-10;-0.8264576594614117;-2.8271105231949463;3
-10;3.874730365828107;9.088446919288799;10
-10;-2.1032425168620157;-1.6973756038257255;0
-10;1.661824202882089;-4.239037598337598;0
-10;-4.5464978480438205;2.333199283376688;4
-10;-1.8925952679559201;-2.0867269955387804;15
-10;-0.25552043988285056;-0.7739719320087852;14
-10;5.739760121985019;2.2928687222789157;13
-10;0.0859886458970438;-2.117408991087183;2
-10;0.8625788620428974;-0.464857581260558;7
-10;-4.238824116520726;-2.5976475086753315;2
-10;0.8067265020950032;6.060243764274276;14
-10;-1.749676468287651;2.2355416744821968;5
-10;0.12112371993441662;4.335359987077016;6
-10;2.4665793751002587;4.190189944001871;13
-10;-1.7693563549106628;2.562536107633967;5
-10;2.98749151617883;-3.218469266509305;14
-10;0.6079723662013465;-5.255290210690639;4
-10;-1.0141572672251367;-4.072893633509523;13
-10;4.001956823061583;-7.219927070995936;8
-10;-0.15550069165768365;3.2492201303906683;6
-10;0.39913538717103014;2.610476309221177;15
-10;5.414417356750455;-4.893702785125537;12
-10;7.906488318399433;1.8512006765070215;8
-10;-1.917091715720142;3.430976726341645;6
-10;3.8190525291187103;0.7554375860392659;9
-10;0.41878388245350573;-5.286526857464021;0
-10;7.285689574610221;-1.5119144732909424;11
-10;0.15540896082332978;2.810608744874285;4
-10;-4.061148013296173;1.6288056074883457;13
-10;-2.555795822837055;-6.12087314724604;9
-10;0.7209871777711419;1.4478506385093222;15
-10;-10.733717691830313;-7.428016915366774;13
-10;4.8972003842415255;-3.9229698805376456;5
-10;-1.933706236489662;-1.4923701721348304;5
-10;6.022138025269117;-1.909984906095086;9
-10;4.976674671342346;-5.337028866314686;8
-10;-4.211563614045273;2.588074784662839;2
-10;0.7504349101062961;-3.42807738831724;5
-10;-11.562107668509823;-0.7465560573581058;12
-10;-3.4262128150901887;-0.8730498246315174;5
-10;2.662796362732854;-0.6689376225419363;5
-10;-2.542329884790247;9.892339270359543;10
-10;-0.272318671312757;-3.455842200903099;12
-10;4.170333773305806;0.5220961238787966;11
-10;7.3385859838739185;-3.267249935200412;15
-10;0.7690925465286225;-8.319241554217118;1
-10;-3.7624986046975675;-1.268755174821397;14
-10;-2.5243601622166874;-2.0076829644285503;1
-10;3.108306711436101;3.155894064090697;3
-10;3.388032802421189;5.643226850397723;6
-10;2.531129607278351;-3.207631987881964;15
-10;-4.359111060398674;2.204832121926927;3
-10;-3.398213380870881;2.422977209486681;1
-10;-5.347262454371633;5.681926383827011;7
-10;-7.72890807873763;0.9505760373137462;3
-10;-0.21655140040967558;-5.555839250007928;0
-10;9.700265689343146;3.001855797518989;14
-10;-2.9230373988197593;-1.8329321616805248;0
-10;-4.859785812733923;2.659943519266029;2
-10;-7.5421589716187105;6.676050568930868;3
-10;5.538558915236543;5.456952490207891;10
-10;2.5047030399491788;-6.9361008708449585;4
-10;11.120166382511437;-1.4295544174394044;11
-10;8.519144480624231;10.604671258179557;10
-10;2.3203369467298676;-4.3532751727773285;4
-10;2.271951038217469;-5.5021724564107934;4
-10;-1.8789822197281159;7.219204649801484;14
-10;1.5482921042539686;2.1161087449445497;15
-10;-10.263482584853467;0.1184843834811935;0
-10;-13.016421154760815;-0.7392728518346109;1
-10;4.783161150257522;-9.464017026453007;13
-10;-0.7989561706884292;-5.047236181896928;0
-10;1.501990087755614;0.9565126658011752;15
-10;-1.61599775068259;2.6932733868350858;14
-10;0.4775771759168036;-6.538341332340015;13
-10;-2.370564347055702;-1.0830159423566283;7
-10;-5.6856136876859305;-2.3977586911869593;0
-10;-14.3581190784758;1.938162417960819;1
-10;11.425144991920988;1.657058202043846;10
-10;-0.44292362961254783;-1.94786315027208;9
-10;0.3374248465833065;-3.0015812104311532;7
-10;0.5848467675661424;2.9760149534240297;13
-10;-5.623863754958493;2.399315353107207;0
-10;1.4721482424142904;-1.8304478500325922;10
-10;-0.6230348027969139;-8.629004075400537;5
-10;0.22636432138423324;1.8863017779986613;11
-10;-1.5500650008413115;-7.525279818394072;12
-10;9.424830782362072;0.624587552332085;15
-10;-7.235309860797128;-3.001937011203176;3
-10;-6.958721367605461;6.625502883178324;10
-10;1.0202957349629855;3.960132410023368;1
-10;1.1625989669960966;3.4256155708722655;0
-10;-3.2684138387074144;-6.460987637093851;8
-10;0.7638797883125696;4.6381035804953585;12
-10;2.7113679605462346;0.8175210333716891;13
-10;-0.154230392150152;-1.68679737386018;8
-10;2.322429946027625;1.7849313579275004;8
-10;-0.38035225600098843;6.340121577128246;15
-10;-2.4906668713058027;-2.9091018342890407;4
-10;-0.49206768800697187;4.124742375036435;2
-10;-0.20714611116726545;-3.9199903448927236;11
-10;-8.017736838260664;3.5445694989210192;1
-10;-3.05167914502706;3.7158269324591067;7
-10;4.04972920988533;-2.447920015868232;10
-10;-2.676376974837707;-4.598915400989505;5
-10;3.994975564456377;9.600697542647389;6
-10;2.051560834314962;8.336668380180397;6
-10;1.4710570983290583;-3.043059046671511;12
-10;-2.8771646191815146;-8.224696351316966;4
-10;-5.8203503064777555;-0.42208924252200086;12
-10;0.30302293971122696;-2.5205319593625592;3
-10;4.922317426578237;10.309614332119317;14
-10;-3.4367527659265287;2.4629874605937934;2
-10;5.015238466517203;4.195631592699498;11
-10;-11.670891567229814;-2.167737331222486;0
-10;-4.995513472424838;1.9990087486324297;5
-10;-2.574928940123695;1.6523329093597208;6
-10;5.877222397159226;5.034247313195426;13
-10;7.499848918687034;6.301208369762165;14
-10;-4.284143277323766;3.597665564991523;13
-10;-0.32001530963124436;5.622739977104631;3
-10;-5.384284009785867;3.7837657039428922;0
-10;1.4258809269453394;-5.108766411505224;12
-10;-3.836267286697032;-1.4555252589127203;7
-10;6.9978694922301585;-1.368805423228613;10
-10;3.0773398320540206;-4.399117412973885;5
-10;-4.061018461299266;-1.340962048454677;11
-10;-7.949652041192529;2.4366151857583316;6
-10;0.12757795346807788;3.366257717701031;10
-10;2.8963115289965713;1.8694609399842048;9
-10;5.766423655400099;-4.054755831024272;13
-10;-1.9039871901350756;0.3403263137057837;8
-10;-1.3390866972742286;-5.3988904585704685;11
-10;6.313777769810308;1.6273131147743816;9
-10;-3.7703630021243972;6.895950878232117;15
-10;8.497404876840049;-4.932053046065153;8
-10;2.703725594726173;-1.9137344718314377;9
-10;-7.504998118552319;1.2653210357840399;3
-10;0.8131063080926695;2.4497989071257553;3
-10;-4.684351309958413;3.758307630032286;3
-10;-3.0744260199318303;3.2337050389898896;2
-10;2.1970536159540384;1.4082011967332821;13
-10;2.4681774290806766;3.79226341771278;13
-10;-3.932350870897495;1.493072254284344;5
-10;1.8349363767045406;2.35112347775538;9
-10;2.708402578134195;2.8659282410664337;14
-10;7.128199810772556;-3.4532903414588425;8
-10;-0.4538538705191324;-1.3335265188931134;13
-10;-2.562048978769612;-2.083522272889705;9
-10;11.214517172153213;-5.159303924391584;11
-10;4.0598387315733335;1.3186991370493537;2
-10;0.6848509958104188;5.048896961820994;15
-10;1.1396648953172939;2.114766429248581;2
-10;-1.2236857534736663;1.854247581688349;11
-10;-2.7239435266325716;-3.4575699505260173;11
-10;4.654985360255404;6.11462483996712;13
-10;-4.076778387858434;8.155328872297329;6
-10;-4.688199227132093;2.993225575492003;4
-10;4.93512032010353;2.242293022801431;9
-10;0.7502574495314757;-2.7087213968632566;12
-10;0.352619062415521;2.653237351177943;6
-10;-0.7515656671563005;3.2354392955721782;14
-10;3.6545556945970556;2.2626185575372473;7
-10;1.437089449775128;2.7522703614885713;6
-10;0.023845293312632743;-3.931693589409521;5
-10;-1.9195697524783002;5.16462872052243;11
-10;5.842674533094758;3.586214727955007;14
-10;0.08205806347994249;8.227760040099817;15
-10;-3.5678634846453887;-1.6689791990316185;12
-10;7.577775811923489;-8.593429901341162;9
-10;-0.005135111368907985;4.293516992077454;14
-10;-6.072494759016157;-7.149339731228345;0
-10;2.6417685078844078;0.301821965487445;4
-10;0.30208763326390453;-12.102857683247027;12
-10;-0.9172261107275421;1.9922498381882794;14
-10;-1.4822588365198466;1.630532784969259;1
-10;1.3289485952832059;6.7022884966502385;14
-10;-2.261027175047154;-4.18904639666466;8
-10;-5.080961585183602;-1.4269598627722786;7
-10;-1.3632792796670885;-3.747836270080904;5
-10;-2.975643530724147;-1.803423793671091;7
-10;-0.8024058512694658;-6.864308728784144;13
-10;6.409427280755358;-0.009284260201751438;1
-10;-3.4919273186093838;-2.0860612068166784;3
-10;0.9678006937066405;-0.15722937367371137;15
-10;1.2742705355355242;-8.76492905240979;13
-10;-2.9391808110984177;6.236289288057321;15
-10;11.595021374428695;3.499430528043847;9
-10;6.111198938276054;4.0041673616099995;10
-10;-3.3190877620497585;1.9372174397235593;1
-10;2.7159764262279262;1.41649104897352;13
-10;3.5970021630933036;-1.4701813122729388;12
-10;5.243419120880371;-2.741652584947486;14
-10;8.291760827193757;8.856329427081114;10
-10;-7.642388963249299;0.7378682630492376;3
-10;-1.9912608812657275;-5.405733876978437;9
-10;10.020170739580495;5.436222241591164;10
-10;-2.739625534201582;3.744234191965373;0
-10;1.4925961776524956;2.9977655149970728;11
-10;-4.48153354386104;-1.9505956985344661;1
-10;-1.6454878967085391;-3.7535562437465977;13
-10;1.2961327690200997;-0.22982505608241732;10
-10;3.216803395652253;-1.2982334222401195;7
-10;2.690539874533579;3.4226735936577577;6
-10;0.9120879473907042;-0.01920163437217437;3
-10;-4.770401461443676;0.794782552061037;0
-10;-10.561013116507272;-2.624367637160586;0
-10;2.459112764701543;-2.134377355131647;8
-10;-3.608026924337743;-2.0058608327920675;12
-10;-5.05450170116046;5.356754200733704;2
-10;-1.0878040833739586;3.4988275453821864;3
-10;-4.85838976908457;4.614214664752842;11
-10;3.4587028685440617;2.3994661120535223;12
-10;4.027383213086697;3.947054519158021;7
-10;-4.494767358028516;1.0071658231532008;15
-10;9.396515515065994;-4.557896973266289;11
-10;-1.4398632863081187;-4.414177995421984;0
-10;9.629129027567089;-0.21323505069918003;11
-10;0.36919643219349885;-1.3768757790984234;8
-10;-9.353492225029663;-5.604443274486543;0
-10;-4.423395885026467;0.3048438738685352;11
-10;0.682261739789721;7.144181250767252;2
-10;7.371897314822822;0.5686752061070512;11
-10;4.380800369326225;4.639375989848892;3
-10;-5.91389993571322;0.8738310107812466;6
-10;-5.027586206397778;0.8080428686715853;0
-10;3.3501081842184157;2.448513324871941;15
-10;-4.572963047954256;6.70399641928684;5
-10;7.796031538846291;-3.6430388639353706;13
-10;4.463846039781862;3.108828516411444;13
-10;-2.6321070441352776;-2.6539368672117236;5
-10;-4.953687094976687;-3.199151456911834;13
-10;-6.298657433942754;-1.3172272900727422;13
-10;-4.419854281130455;5.661740215095048;15
-10;-1.4644909482466617;10.20613954976276;14
-10;5.233670360795617;-2.8193072688984158;5
-10;-1.0169191843668406;0.8136926706115948;15
-10;-2.609442640008492;-6.334379655467449;1
-10;-0.4496428267253365;-2.4738211660795546;4
-10;12.908851809009306;-9.340558120218795;8
-10;-1.2668182039627265;-0.9464687633154499;9
-10;3.894081406585265;5.514450509735232;5
-10;5.419961856111451;-2.2990015037076468;6
-10;-2.826880670400012;2.651942676482941;15
-10;2.23656033429819;5.168208339092397;2
-10;5.480951718080966;2.4164468320264563;15
-10;-6.200836235934148;-0.1710321941199222;6
-10;-3.4398284589136416;5.154370714441988;0
-10;-4.391533040226715;9.05606851140228;7
-10;-5.6295576294382395;-0.7630669498921434;3
-10;-5.422960093458428;1.8186799571653887;1
-10;1.3566448611254311;0.8559170276841532;13
-10;1.8710947225353332;-0.4821364061708546;13
-10;1.865794924045181;0.48018296486354206;14
-10;-2.168950018104953;6.371111010678364;14
-10;5.061007739611961;4.754176149862911;11
-10;2.2993727829089865;-0.2664369272227054;12
-10;-1.8051005199199581;-0.9436865436647967;13
-10;-9.444830495315488;-2.6861275072083446;13
-10;5.575851711940878;6.556938439690539;10
-10;-0.7611985648113313;-3.6869219989012354;11
-10;4.405822341402855;3.7824691432109834;9
-10;3.8566733653867615;-2.5516041904745306;4
-10;3.884293534643233;2.8561176063241227;10
-10;1.3996789854127367;0.725480920720138;14
-10;0.15006092337245702;1.3647750674605081;9
-10;-6.179315457935871;2.542531282808373;15
-10;8.180008993543852;2.8811647442703583;11
-10;-3.08812196273873;0.9568343751573405;4
-10;0.008978685594980274;-3.6285209634606446;13
-10;-0.8402744663486257;1.287428389854412;7
-10;6.782927474169921;-5.33499329668236;12
-10;2.716644686796776;-6.360564088265454;8
-10;1.8856449830043056;1.5931087161614328;15
-10;2.835305365859624;6.215676042969743;6
-10;-2.9081567622676876;-2.601247137224851;1
-10;1.2079344615530665;6.1422593235561;14
-10;0.1350450680937847;-5.245796511127622;5
-10;-7.074586200898571;-0.6979444862242914;3
-10;3.9933959026418497;-11.034300569573071;0
-10;5.956099470761492;2.4518488233027984;11
-10;1.7237036003557584;-3.3695773745664677;12
-10;-2.9119831526024744;0.541173601770208;13
-10;-0.0339804659795826;-3.3254055585589657;1
-10;-0.2326832276002193;-2.6907435195925578;0
-10;-6.262969086074662;-0.764457420364274;7
-10;1.0324706190660586;9.371044881887475;10
-10;-5.851835668272288;-5.30713365579079;7
-10;8.505960331737837;-5.475703000391878;8
-10;2.558384546183708;-7.741088536310207;8
-10;5.309447257562063;4.12683706760521;15
-10;0.30465345122567844;4.373609041645825;4
-10;3.550606332511859;-5.412581084704174;11
-10;-4.9809821118113895;5.207917981911123;6
-10;2.1186438413294946;-6.969646817536241;12
-10;3.418771857519469;2.5076167392379203;14
-10;3.1891606092801705;-3.3442043134186727;3
-10;3.5961075079612748;-2.4104713519318337;12
-10;8.353237236256376;0.25561228291245186;9
-10;-0.482911260443625;3.212499537088245;2
-10;7.648184444708267;0.5675480495811487;15
-10;3.098993045129186;4.517179654879165;1
-10;6.831757634441132;-3.464121297702364;8
-10;-0.48392141977471503;3.5119723706466752;3
-10;-0.40766030707525236;3.712097931523292;7
-10;-2.1454776439793726;0.2513090438319816;8
-10;2.8700610279924934;4.96879390828314;14
-10;1.6072700443730619;0.3819804653008052;13
-10;3.1569705434272586;1.8311851028283703;8
-10;3.169600117365643;4.423191342475434;13
-10;-1.7698364733433682;-11.055407275349841;5
-10;6.713917009060223;5.456836258209412;10
-10;1.5918398575177783;-5.276173141715253;11
-10;-5.104721977770769;-3.5129976991060436;15
-10;7.389231816381513;1.8738146610984185;11
-10;-5.922025534492749;10.044386155181902;15
-10;-2.6867372214668794;-0.8347325925851784;13
-10;1.771678774820585;1.4727087276879092;10
-10;-4.586592461710111;3.3843921602850022;1
-10;-2.2171840053118226;2.098883474415982;13
-10;1.7560207085695054;-0.13475940072380554;10
-10;-3.82027143459287;-2.957205836519595;1
-10;5.648563205264171;-1.7056151047584245;9
-10;0.8465527252800009;0.2419526657060962;3
-10;1.4686294975439327;2.085358127230118;5
-10;-2.431156373229723;0.17969098830253838;15
-10;5.824657500438278;5.31444922199788;10
-10;-1.5984788846641713;-2.714814948179776;11
-10;0.45625901815748193;-5.096519770471144;0
-10;1.4466650830786167;-1.7148200992777471;13
-10;0.09048778088529863;-3.9798544814168055;9
-10;-5.808514461291793;-0.5018610546361981;0
-10;-9.959577146103681;4.33582676329112;5
-10;1.438209250457668;0.4979115933415561;5
-10;0.015545065794333457;0.20140761856813816;9
-10;4.034724890804947;3.3361211477941097;12
-10;-0.8903005157921569;9.612483941100944;10
-10;-2.026792030450454;0.5854985930860119;9
-10;5.743075126871095;2.0204485001025683;7
-10;-10.86421825694687;-1.7574538985760293;0
-10;3.375438823283891;2.20677236605536;8
-10;5.779435433946201;-1.4617500153620924;8
-10;-3.3969772960321385;3.350037394805783;5
-10;2.734021082666697;-0.7093627100552262;3
-10;1.289288400638065;7.231378025403783;9
-10;6.401326175173901;-2.497167749201002;11
-10;3.30709923701785;-2.4377092766952315;7
-10;4.994385323316979;-7.712491362430159;8
-10;1.2978856148177234;-0.3050939406305757;11
-10;-3.4184614672194598;-0.4368339530561798;5
-10;1.7771957585897926;2.841875418183767;9
-10;-8.153866060470019;2.293709198554866;1
-10;-9.454006504775034;-3.5378997731489017;5
-10;-1.959005150670921;4.227637910533362;6
-10;2.0921088880075343;-1.7927393763615949;4
-10;-1.0374883220822626;0.2693476942276889;2
-10;0.5170196821168678;6.425903716157397;11
-10;-5.246266652974295;3.740748590370304;2
-10;8.473945738222788;-5.714829520578995;9
-10;1.2124059681048536;-2.968087313795574;1
-10;-2.7164905565944335;8.597807894637596;2
-10;-6.196904059710155;-3.2442380150246364;4
-10;-11.912115121525083;-0.7049731279074058;0
-10;1.8848305662925804;4.480906661743518;14
-10;-13.00483225002285;6.917071390958352;2
-10;-2.2273821573963897;-3.4090708143056845;5
-10;2.027977991813654;3.275542279843318;15
-10;1.7527303504494238;3.2788123248233605;0
-10;-2.084942291402539;7.700590559192558;15
-10;2.748658854202548;0.992045612362181;8
-10;3.0573856859048227;-1.6570242742930157;14
-10;0.791548514555453;0.32567683219118715;10
-10;-0.9444618881062445;-1.5365651263015658;8
-10;-0.6838241656312012;-6.117985750138237;3
-10;-7.901694376655323;-0.8837161176231356;13
-10;-1.5552793270067875;-1.791348244845484;7
-10;3.0524862138303437;-2.233522292977045;7
-10;7.027442198683925;1.316147986997427;10
-10;-9.551048366621055;-2.852451180623023;1
-10;-6.371981755225972;0.7988151537795352;7
-10;-3.6265955771304035;-7.936741312157685;1
-10;-7.151040127894525;1.3088827173084105;4
-10;-3.43282559377676;-8.122944996376056;5
-10;2.0633285977020703;-3.282778908562683;8
-10;-2.5808575267738827;-0.34438040950916615;13
-10;1.4734910462118638;-3.2583770107747325;0
-10;-2.3748580053048673;-1.9348248941198658;4
-10;1.9797833203741084;-6.129848474369077;12
-10;-12.104818805267115;-3.249112501341268;0
-10;8.077989293667965;-1.8984391191933716;8
-10;-2.806656717638507;6.684438856219959;6
-10;2.1076243929021894;-4.398691993640714;4
-10;1.9032431199962763;3.3449138835658205;13
-10;1.724533751550978;-3.26611007135508;0
-10;4.892984420234231;0.7963930008643434;5
-10;2.157753659887613;4.119216158264674;6
-10;-0.39573564502643876;1.8595996691610757;7
-10;-9.119423683701879;-0.3739173099485451;2
-10;4.776612338610662;4.012642001766426;14
-10;9.89662326132068;12.770993494019008;11
-10;5.914691015478611;0.7129090810979815;8
-10;-2.4599214615034084;-2.733318239827633;9
-10;5.724710150164411;-3.569413338013198;10
-10;-5.984148360943972;0.6790330622364458;1
-10;7.94992193600824;-5.543275432768427;7
-10;2.6748822216999013;-2.3479961944972554;15
-10;-2.451157093190565;-9.715055266647667;12
-10;-1.1714107499867437;-7.071897521761342;4
-10;2.1339219439251886;-1.3288985405538147;15
-10;-6.262071223813652;-4.130459554537369;7
-10;-1.3566024987901222;-5.468672696634793;1
-10;-2.242310466933843;2.130085896744001;0
-10;-2.5563726863236615;-2.612061446024959;8
-10;1.1411438600007182;4.916013799838451;6
-10;-1.0952129041699354;-0.7743885669958122;8
-10;-6.710248816729072;0.5038886776276015;6
-10;6.581105213234485;4.180038908858847;12
-10;10.951225986952807;-0.5717695314333779;11
-10;-6.086996555858241;3.83168128529248;2
-10;12.61859871448016;-2.4971088515483597;11
-10;-5.506123294484587;8.023741647723032;3
-10;4.260437576036999;-0.524791822200477;12
-10;3.8559573814449424;1.1753773994556331;4
-10;-5.945341571918044;2.689274205468456;1
-10;3.069533741865357;1.5523442016691236;14
-10;-5.115724875609155;3.217673224914055;6
-10;8.017106702427778;-6.13776418642441;9
-10;-2.3859897858547656;-0.9224075612088942;7
-10;3.063671179709537;-0.030062241807288226;11
-10;-2.1404573079053684;-0.5213354172317142;4
-10;-0.2071881715449876;-0.5969212804032609;5
-10;-0.08056699690665492;6.5362044610360375;15
-10;7.686104674531601;-8.43476245703076;12
-10;2.209115149661013;-6.36292470176326;8
-10;-4.16427310498757;0.011819865943102137;5
-10;-2.0657044660027597;6.320066842950796;14
-10;2.664812085098209;3.224773507563564;7
-10;3.1410813031840115;5.4834369298585806;10
-10;5.0899375934897275;7.758177577130557;9
-10;1.9174956985034373;6.381227706942049;11
-10;2.0357726590664047;-1.0306448447716636;13
-10;0.8735977309391149;-7.009372305969676;12
-10;0.8897773565859448;2.578384057165178;11
-10;-11.92832546166332;1.832431536376438;5
-10;-0.663412655591972;-4.4205710529778175;5
-10;2.0367942580558847;-1.310882236769689;5
-10;3.577821544957767;3.522760127610134;8
-10;-6.724718259506108;3.001292038199825;3
-10;5.232019540601083;-5.0909035947624925;15
-10;4.190076184348261;-2.2877979963369044;15
-10;-3.126483830401806;-3.431088587966679;4
-10;-18.532205948797632;-5.8331638912138075;0
-10;4.9570078299374805;-2.3148776807500786;13
-10;13.23638862134347;0.4300257093890627;5
-10;-9.06217040454366;-6.887780918850458;0
-10;-1.0720261844135777;0.11559786664795979;1
-10;0.5379707408564576;0.15789799888991451;0
-10;2.793458481181988;3.804891717714965;6
